"number";"type";"type_ch";"region";"fio";"order_date";"order_num";"date_to";"register_date";"date_order_stop";"num_order_stop"
"2598";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"анестезиологии и реаниматологии";"Пензенская область";"Сретенский Владимир Валентинович";"23.05.2016";"27-Пр/16";"22.05.2021";"23.05.2016";"";""
"2597";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"терапии";"Тамбовская область";"Подугольникова Наталья Валерьевна";"20.05.2016";"Пр-АЭ68-03.43-13/16";"19.05.2021";"20.05.2016";"00.00.0000";""
"2596";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"кардиологии";"Тамбовская область";"Павлова Ольга Александровна";"20.05.2016";"Пр-АЭ68-03.43-12/16";"19.05.2021";"20.05.2016";"00.00.0000";""
"2595";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"анестезиологии и реаниматологии";"Тамбовская область";"Закурнаева Елена Ивановна";"20.05.2016";"Пр-АЭ68-03.43-11/16";"19.05.2021";"20.05.2016";"00.00.0000";""
"2594";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"оториноларингологии";"Тамбовская область";"Трусов Дмитрий Валерьевич";"20.05.2016";"Пр-АЭ68-03.43-10/16";"19.05.2021";"20.05.2016";"00.00.0000";""
"2593";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"акушерству и гинекологии";"Тамбовская область";"Виницкий Владимир Григорьевич";"20.05.2016";"Пр-АЭ68-03.43-9/16";"19.05.2021";"20.05.2016";"00.00.0000";""
"2592";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"Стоматология детская,Стоматология ортопедическая";"Самарская область";"Храмова Ирина Валерьевна";"20.05.2016";"01/37";"19.05.2021";"20.05.2016";"00.00.0000";""
"2591";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"кардиологии";"Самарская область";"Тухбатова Алия Атласовна";"20.05.2016";"01/35";"19.05.2021";"20.05.2016";"00.00.0000";""
"2590";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"Стоматология ортопедическая";"Самарская область";"Миронов Владислав Юрьевич";"20.05.2016";"01/38";"19.05.2021";"20.05.2016";"00.00.0000";""
"2589";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"кардиологии";"Самарская область";"Круглов Владимир Николаевич";"20.05.2016";"01/36";"19.05.2021";"20.05.2016";"00.00.0000";""
"2588";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"Стоматология детская";"Самарская область";"Гильмиярова Инна Геннадьевна";"20.05.2016";"01/34";"19.05.2021";"20.05.2016";"00.00.0000";""
"2587";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"Стоматология терапевтическая";"Самарская область";"Белоусова Любовь Георгиевна";"20.05.2016";"01/39";"19.05.2021";"20.05.2016";"00.00.0000";""
"2586";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"Стоматология детская";"Самарская область";"Барышникова Галина Геннадьевна";"20.05.2016";"01/33";"19.05.2021";"20.05.2016";"00.00.0000";""
"2585";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"неонатологии,педиатрии,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Амурская область";"Харченко Мария Витальевна";"20.05.2016";"186";"19.05.2021";"20.05.2016";"";""
"2584";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"кардиологии,терапии,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Амурская область";"Третьякова Наталья Александровна";"20.05.2016";"187";"19.05.2021";"20.05.2016";"";""
"2583";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"акушерству и гинекологии,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Амурская область";"Судаков Анатолий Георгиевич";"20.05.2016";"189";"19.05.2021";"20.05.2016";"00.00.0000";""
"2582";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"неврологии,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Амурская область";"Рукосуева Алена Алексеевна";"20.05.2016";"188";"19.05.2021";"20.05.2016";"";""
"2581";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"акушерству и гинекологии,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Амурская область";"Арутюнян Елена Владимировна";"20.05.2016";"190";"19.05.2021";"20.05.2016";"00.00.0000";""
"2580";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"инфекционным болезням";"Москва";"Мазус Алексей Израилевич";"19.05.2016";"562/16";"18.05.2021";"19.05.2016";"";""
"2579";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"скорой медицинской помощи";"Ямало-Ненецкий автономный округ";"Мартынов Валерий Николаевич";"17.05.2016";"147";"16.05.2021";"18.05.2016";"";""
"2578";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"скорой медицинской помощи";"Тюменская область";"Ярков Игорь Владимирович";"17.05.2016";"146";"16.05.2021";"18.05.2016";"";""
"2577";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"скорой медицинской помощи";"Тюменская область";"Остроумова Лидия Александровна";"17.05.2016";"145";"16.05.2021";"18.05.2016";"";""
"2576";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"эндокринологии";"Владимирская область";"Маврычева Наталья Владимировна";"17.05.2016";"П33-124/16";"16.05.2021";"17.05.2016";"";""
"2575";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"Организация здравоохранения и общественное здоровье";"Владимирская область";"Федина Елена Константиновна";"17.05.2016";"П33-123/16";"16.05.2021";"17.05.2016";"";""
"2574";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"челюстно-лицевой хирургии,Стоматология хирургическая";"Пермский край";"Попова Надежда Васильевна";"10.03.2016";"74/16";"09.03.2021";"17.05.2016";"";""
"2573";"Экспертиза при осуществлении федерального государственного надзора в сфере обращения лекарственных средств (в отношении лекарственных средств для медицинского применения)";"Фармаконадзор";"Ямало-Ненецкий автономный округ";"Завьялова Юлия Петровна";"23.12.2015";"02/АЭ
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"22.12.2020";"16.05.2016";"";""
"2572";"Экспертиза при осуществлении федерального государственного надзора в сфере обращения лекарственных средств (в отношении лекарственных средств для медицинского применения)";"Фармаконадзор";"Ямало-Ненецкий автономный округ";"Ганина Марина Михайловна";"23.12.2015";"02/АЭ
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"22.12.2020";"16.05.2016";"";""
"2571";"Экспертиза при осуществлении федерального государственного надзора в сфере обращения лекарственных средств (в отношении лекарственных средств для медицинского применения)";"Фармаконадзор";"Ямало-Ненецкий автономный округ";"Маникина Татьяна Александовна";"23.12.2015";"02/АЭ
Срок переаттестации перенесен на 12 месяцев в связи с Приказом Минздрава России от 19.10.2020 № 1108н";"22.12.2020";"16.05.2016";"";""
"2570";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"Психиатрия-наркология";"Вологодская область";"Шалагин Руслан Валентинович";"13.05.2016";"238-Пр/16";"12.05.2021";"13.05.2016";"";""
"2569";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"психиатрии";"Вологодская область";"Храмова Светлана Александровна";"13.05.2016";"239-Пр/16";"12.05.2021";"13.05.2016";"";""
"2568";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"Стоматология хирургическая";"Вологодская область";"Захарова Валентина Владимировна";"13.05.2016";"240-Пр/16";"12.05.2021";"13.05.2016";"";""
"2567";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"акушерству и гинекологии";"Вологодская область";"Березина Лариса Леонидовна";"13.05.2016";"237-Пр/16";"12.05.2021";"13.05.2016";"";""
"2566";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"травматологии и ортопедии";"Тамбовская область";"Ненашев Алексей Алексеевич";"11.05.2016";"Пр-АЭ68-03.43-7/16";"10.05.2021";"13.05.2016";"00.00.0000";""
"2565";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"травматологии и ортопедии";"Тамбовская область";"Потапов Виктор Львович";"11.05.2016";"Пр-АЭ68-03.43-8/16";"10.05.2021";"13.05.2016";"00.00.0000";""
"2564";"Экспертиза при осуществлении лицензионного контроля:,Экспертиза при осуществлении государственного контроля за обращением медицинских изделий,Экспертиза при осуществлении федерального государственного надзора в сфере обращения лекарственных средств (в отношении лекарственных средств для медицинского применения)";"Соблюдение лицензионных требований при осуществлении деятельности по производству и техническому обслуживанию (за исключением случая, если техническое обслуживание осуществляется для обеспечения собственных нужд юридического лица или индивидуального предпринимателя) медицинской техники,Соблюдение лицензионных требований при осуществлении фармацевтической деятельности,Соблюдение лицензионных требований при осуществлении деятельности по обороту наркотических средств, психотропных веществ и их прекурсоров, культивированию наркосодержащих растений,Анестезиологические и респираторные медицинские изделия,Вспомогательные и общебольничные медицинские изделия,Гастроэнтерологические медицинские изделия,Медицинские изделия для акушерства и гинекологии,Медицинские изделия для диагностики in vitro,Медицинские изделия для манипуляций/восстановления тканей/органов человек,Медицинские изделия для оториноларингологии,Медицинские изделия для пластической хирургии и косметологии,Ортопедические медицинские изделия,Офтальмологические медицинские изделия,Реабилитационные и адаптированные для инвалидов медицинские изделия,Сердечно-сосудистые медицинские изделия,Стоматологические медицинские изделия,Урологические медицинские изделия,Физиотерапевтические медицинские изделия,Хирургические инструменты/системы и сопутствующие медицинские изделия,Эндоскопические медицинские изделия,Неврологические медицинские изделия,Радиологические медицинские изделия,Контроль за проведением клинических исследований лекарственных препаратов для медицинского применения,Фармаконадзор,Оценка соответствия осуществляемой деятельности субъектами обращения лекарственных средств требованиям, установленным к оптовой торговле, розничной торговле, хранению, реализации, перевозке, отпуску, применению лекарственных средств";"Краснодарский край";"Конышева Людмила Васильевна";"12.05.2016";"33-ОД/16";"11.05.2021";"13.05.2016";"";""
"2563";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"экспертизе качества медицинской помощи";"Чукотский автономный округ";"Трофимова Ирина Ивановна";"04.05.2016";"П87-27/16";"03.05.2021";"13.05.2016";"00.00.0000";""
"2562";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"акушерству и гинекологии";"Чукотский автономный округ";"Охрименко Неонила Николаевна";"04.05.2016";"П87-27/16";"03.05.2021";"13.05.2016";"00.00.0000";""
"2561";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"экспертизе временной нетрудоспособности";"Чукотский автономный округ";"Мирошниченко Сергей Владимирович";"04.05.2016";"П87-27/16";"03.05.2021";"13.05.2016";"";""
"2560";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"неврологии";"Чукотский автономный округ";"Иванова Елена Константиновна";"04.05.2016";"П87-27/16";"03.05.2021";"13.05.2016";"00.00.0000";""
"2559";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"хирургии";"Чукотский автономный округ";"Грипекин Виктор Александрович";"04.05.2016";"П87-27/16";"03.05.2021";"13.05.2016";"00.00.0000";""
"2558";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"дерматовенерологии";"Республика Башкортостан";"Жукова Ирина Юрьевна";"12.05.2016";"П03-178/16";"11.05.2021";"12.05.2016";"";""
"2557";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"инфекционным болезням";"Костромская область";"Люлин Игорь Сергеевич";"12.05.2016";"16-ЛТ";"11.05.2021";"12.05.2016";"00.00.0000";""
"2556";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"дерматовенерологии,косметологии,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Хабаровский край";"Щёткина Мария Васильевна";"06.05.2016";"32";"05.05.2021";"10.05.2016";"";""
"2555";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»),Детская урология-андрология,Детская хирургия";"Иркутская область";"Стальмахович Виктор Николаевич";"05.05.2016";"01-08Пр-193/16";"04.05.2021";"06.05.2016";"";""
"2554";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"косметологии,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Иркутская область";"Панченко Дина Серафимовна";"05.05.2016";"01-08Пр-192/16";"04.05.2021";"06.05.2016";"";""
"2553";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"онкологии,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»),Эндоскопия";"Иркутская область";"Белоногов Александр Викторович";"05.05.2016";"01-08Пр-191/16";"04.05.2021";"06.05.2016";"";""
"2552";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"педиатрии,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Иркутская область";"Белькова Татьяна Юрьевна";"05.05.2016";"01-08Пр-190/16";"04.05.2021";"06.05.2016";"";""
"2551";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»),Патологическая анатомия";"Иркутская область";"Гришина Людмила Петровна";"05.05.2016";"01-08Пр-189/16";"04.05.2021";"06.05.2016";"";""
"2550";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»),Ортодонтия,Стоматология детская";"Иркутская область";"Соболева Наталья Николаевна";"05.05.2016";"01-08Пр-188/16";"04.05.2021";"06.05.2016";"";""
"2549";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"анестезиологии и реаниматологии,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Иркутская область";"Ионушене Светлана Владимировна";"05.05.2016";"01-08Пр-187/16";"04.05.2021";"06.05.2016";"";""
"2548";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"эндокринологии,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Иркутская область";"Бардымова Татьяна Прокопьевна";"05.05.2016";"01-08Пр-186/16";"04.05.2021";"06.05.2016";"";""
"2547";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"анестезиологии и реаниматологии,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Иркутская область";"Надирадзе Зураб Заурович";"05.05.2016";"01-08Пр-185/16";"04.05.2021";"06.05.2016";"";""
"2546";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»),Физиотерапия";"Иркутская область";"Викулов Виктор Гаврилович";"05.05.2016";"01-08Пр-184/16";"04.05.2021";"06.05.2016";"";""
"2545";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"инфекционным болезням,экспертизе качества медицинской помощи,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Иркутская область";"Плотникова Юлия Кимовна";"05.05.2016";"01-08Пр-183/16";"04.05.2021";"06.05.2016";"";""
"2544";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"клинической фармакологии,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Иркутская область";"Верлан Надежда Вадимовна";"05.05.2016";"01-08Пр-182/16";"04.05.2021";"06.05.2016";"";""
"2543";"Экспертиза при осуществлении лицензионного контроля:";"Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Иркутская область";"Дворниченко Виктория Владимировна";"05.05.2016";"01-08Пр-181/16";"04.05.2021";"06.05.2016";"";""
"2542";"Экспертиза при осуществлении лицензионного контроля:";"Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Иркутская область";"Шелехов Алексей Владимирович";"05.05.2016";"01-08Пр-180/16";"04.05.2021";"06.05.2016";"";""
"2541";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"пластической хирургии";"Москва";"Захаров Антон Игоревич";"26.04.2016";"489/16";"25.04.2021";"05.05.2016";"";""
"2540";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"трансфузиологии";"Москва";"Власов Илья Борисович";"26.04.2016";"490/16";"25.04.2021";"05.05.2016";"";""
"2539";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"гематологии,трансфузиологии";"Москва";"Кринковая Марина Леонидовна";"26.04.2016";"491/16";"25.04.2021";"05.05.2016";"";""
"2538";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"психиатрии,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»),Организация здравоохранения и общественное здоровье,Психиатрия-наркология";"Нижегородская область";"Сачко Екатерина Михайловна";"04.05.2016";"220-Пр/16";"03.05.2021";"04.05.2016";"";""
"2537";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:";"хирургии";"Нижегородская область";"Мокеев Олег Алексеевич";"04.05.2016";"219-Пр/16";"03.05.2021";"04.05.2016";"";""
"2536";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"дерматовенерологии,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Нижегородская область";"Евстафьев Василий Иванович";"04.05.2016";"218-Пр/16";"03.05.2021";"04.05.2016";"00.00.0000";""
"2535";"Экспертиза при осуществлении государственного контроля качества и безопасности медицинской деятельности по:,Экспертиза при осуществлении лицензионного контроля:";"хирургии,Соблюдение лицензионных требований при осуществлении медицинской деятельности (за исключением указанной деятельности, осуществляемой медицинскими организациями и другими организациями, входящими в частную систему здравоохранения, на территории инновационного центра «Сколково»)";"Нижегородская область";"Гомозов Герман Игоревич";"04.05.2016";"217-Пр/16";"03.05.2021";"04.05.2016";"";""
