"date";"name";"inn";"address";"phone";"email"
"03.06.2014";"Федеральное государственное бюджетное учреждение 'Национальный медицинский исследовательский центр реабилитации и курортологии' Министерства здравоохранения Российской Федерации";"7704040281";"121099, Россия, г. Москва, ул. Новый Арбат, д. 32";"(499) 277-01-04";"nmicrk@nmicrk.ru"
"23.05.2014";"федеральное государственное бюджетное образовательное учреждение высшего образования 'Читинская государственная медицинская академия' Министерства здравоохраненя Российской Федерации";"7536010483";"672000, Россия, Забайкальский край, г. Чита, ул. Горького, 39-а";"(3022) 35-43-24";"pochta@chitgma.ru"
"22.05.2014";"Государственное бюджетное учреждение здравоохранения Московской области 'Московский областной научно-исследовательский клинический институт им. М.Ф.Владимирского'";"7702066157";"129110, Россия, г. Москва, ул. Щепкина, д. 61/2";"681-55-85, факс 631-93-90";"moniki@monikiweb.ru"
"19.05.2014";"Федеральное государственное бюджетное учреждение 'Государственный научный центр  лазерной медицины Федерального медико-биологического агентства'";"7730037623";"121165, Россия, г. Москва, ул. Студенческая, д. 40, стр. 1";"(499) 249-39-05";"gnzlmfm-ba@yandex.ru"
"19.05.2014";"федеральное государственное бюджетное учреждение 'Центральный научно-исследовательский институт стоматологии и челюстно-лицевой хирургии' Министерства здравоохранения Российской Федерации";"7704115177";"119991, Россия, г. Москва, ул. Тимура Фрунзе, д. 16";"(499) 766-46-06";"tc-cniis@yandex.ru"
"19.05.2014";"федеральное государственное бюджетное образовательное учреждение высшего образования «Первый Санкт-Петербургский государственный медицинский университет имени академика И.П.Павлова» Министерства здравоохранения Российской Федерации";"7813047463";"197022, Россия, г. Санкт-Петербург, ул. Льва Толстого, д. 6-8";"(812) 234-42-10";"nadin_m@list.ru"
"14.05.2014";"Санкт-Петербургское государственное бюджетное учреждение здравоохранения 'Городская Мариинская больница'";"7808046224";"191104, Россия, г. Санкт-Петербург, Литейный проспект, д. 56";"(812) 275-74-33, 275-74-86";"b16@zdrav.spb.ru"
"12.05.2014";"Федеральное государственное бюджетное учреждение 'Научно-исследовательский институт комплексных проблем сердечно-сосудистых заболеваний' Сибирского отделения Российской академии медицинских наук";"4205012290";"650002, Россия, Кемеровская область, г. Кемерово, бульвар Сосновый,  6";"(3842) 64-33-08, факс 64-34-10";"reception@cardio.kem.ru"
"12.05.2014";"Федеральное государственное бюджетное учреждение 'Национальный медицинский исследовательский центр глазных болезней имени Гельмгольца' Министерства здравоохранения Российской Федерации";"7701031585";"105062, Россия, г. Москва, Садовая-черногрязская ул, д. 14/19";"(495) 607-73-31";"info@igb.ru"
"07.05.2014";"Федеральное государственное бюджетное учреждение 'Федеральный центр травматологии, ортопедии и эндопротезирования' Министерства здравоохранения Российской Федерации (г. Барнаул)";"2225130700";"656045, Россия, Алтайский край, г. Барнаул, ул. Ляпидевского, д. 1/3";"8-3852-297-501";"297501@mail.ru"
"07.05.2014";"Федеральное государственное бюджетное учреждение 'Национальный медицинский исследовательский центр травматологии и ортопедии имени Н.Н. Приорова' Министерства здравоохранения Российской Федерации";"7713003222";"125299, Россия, г. Москва, Приорова ул, д. 10";"(495) 450-38-31, 450-24-72, факс (495) 154-31-39";"cito@cito-priorov.ru"
"07.05.2014";"Федеральное государственное бюджетное учреждение 'Детский научно-клинический центр инфекционных болезней Федерального медико-биологического агентства'";"7813045265";"197022, Россия, г. Санкт-Петербург, ул. Профессора Попова ул, д. 9";"(812) 234-60-04, факс (812) 234-96-91";"niidi@niidi.ru"
"05.05.2014";"Федеральное государственное бюджетное учреждение 'Национальный медицинский исследовательский центр радиологии' Министерства здравоохранения Российской Федерации";"7714042070";"249036, Россия, Калужская область, Обнинск, Королева ул, д. 4";"(495) 945 19 35";"clinicaltrails.mnioi@mail.ru"
"29.04.2014";"Федеральное государственное бюджетное учреждение здравоохранения 'Головной центр гигиены и эпидемиологии Федерального медико-биологического агентства'";"7734052252";"123182, Россия, г. Москва, 1-й Пехотный переулок, д. 6";"(499) 190-48-61, 190-49-71, 190-50-42, факс (499) 196-62-77";"geine_d_v@mail.ru, fmba-gcge@mail.ru"
"28.04.2014";"федеральное государственное бюджетное учреждение 'Санкт-Петербургский научно-исследовательский институт уха, горла, носа и речи' Министерства здравоохранения Российской Федерации";"7809016254";"190013, Россия, г. Санкт-Петербург, ул. Бронницкая, д. 9";"(812) 316-22-56, 316-28-52, 316-79-11, факс 316-79-11";"spbniilor@gmail.com, lornii@mail.ru"
"28.04.2014";"Федеральное государственное автономное учреждение 'Национальный медицинский исследовательский центр здоровья детей' Министерства здравоохранения Российской Федерации";"7736182930";"119991, Россия, г. Москва, Ломоносовский пр-кт, д. 2, Стр.1";"(499)134-30-83";"info@nczd.ru"
"28.04.2014";"федеральное государственное бюджетное учреждение 'Национальный медицинский исследовательский центр акушерства, гинекологии и перинатологии имени академика В.И. Кулакова' Министерства здравоохранения Российской Федерации";"7728094832";"117997, Россия, г. Москва, ул. Академика Опарина, д. 4";"(495) 438 85 07";"secretariat@oparina4.ru"
"23.04.2014";"Федеральное государственное бюджетное учреждение «Российский научный центр «Восстановительная травматология и ортопедия» имени академика Г.А. Илизарова» Министерства здравоохранения Российской Федерации";"4501022210";"640014, Россия, Курганская область, г. Курган, ул. М.Ульяновой, 6";"(3522) 45-47-17, 43-06-94, 45-40-60, 45-45-05, факс (3522) 45-40-60";"office@ilizarov.ru"
"23.04.2014";"федеральное государственное бюджетное учреждение 'Национальный медицинский исследовательский центр имени В.А. Алмазова' Министерства здравоохранения Российской Федерации";"7802030429";"197341, Россия, г. Санкт-Петербург, Аккуратова ул, д. 2";"(812) 702-37-00, факс (812) 703-37-01";"cr@almazovcentre.ru"
"14.04.2014";"Общество с ограниченной ответственностью 'Нейроортопедический центр 'ОртоС'";"5445010757";"633011, Россия, Новосибирская область, Бердск, Мосркая, 3";"(38341) 2-42-13";"ortos@ortos.ru"
"09.04.2014";"Федеральное государственное бюджетное учреждение 'Северо-Западный окружной научно-клинический центр имени Л.Г. Соколова Федерального медико-биологического агентства'";"7802048200";"194291, Россия, Выборгский район, г. Санкт-Петербург, Культуры пр-кт, д. 4";"(812) 558-05-08, факс (812) 559-98-93";"infomtd@med122/com"
"09.04.2014";"Государственное бюджетное образовательное учреждение высшего профессионального образования 'Московский государственный медико-стоматологический университет имени А.И. Евдокимова' Министерства здравоохранения Российской Федерации";"7707082145";"127473, Россия, г. Москва, ул. Делегатская, д. 20, стр. 1";"(495) 694-14-51, (495) 609-67-00";"clinisp@mail.ru"
"09.04.2014";"Федеральное государственное бюджетное учреждение 'Национальный медицинский исследовательский центр терапии и профилактической медицины' Министерства здравоохранения Российской Федерации";"7709024283";"101990, Россия, г. Москва, Петроверигский переулок, д. 10, стр. 3";"(499) 621-01-22";"gnicpm@gnicpm.ru"
"09.04.2014";"федеральное государственное бюджетное учреждение 'Национальный медицинский исследовательский центр имени академика Е.Н. Мешалкина' Министерства здравоохранения Российской Федерации";"5408106348";"630055, Россия, Новосибирская область, г. Новосибирск, Речкуновская ул, д. 15";"(383)3476058";"mail@meshalkin.ru"
"08.04.2014";"Федеральное государственное бюджетное образовательное учреждение высшего образования 'Сибирский государственный медицинский университет' Министерства здравоохранения Российской Федерации";"7018013613";"634050, Россия, Томская область, г. Томск, Московский тракт, д. 2";"8 (3822) 530423";"rector@ssmu.ru"
"07.04.2014";"Государственное бюджетное учреждение здравоохранения города Москвы 'Вороновская больница Департамента здравоохранения города Москвы'";"5074001047";"142160, Россия, г. Москва, поселение Вороновское, поселок ЛМС";"(8-495) 850-71-75, 850-72-93";"info@voronovskaya.mosgorzdrav.ru"
"07.04.2014";"федеральное государственное бюджетное образовательное учреждение высшего образования «Саратовский государственный медицинский университет имени В.И. Разумовского» Министерства здравоохранения Российской Федерации";"6452006471";"410012, Россия, Саратовская область, г. Саратов, ул. Большая Казачья, дом 112";"(8452) 66-97-00, 51-15-32, 66-98-72, факс (8452) 51-15-34";"meduniv@sgmu.ru"
"07.04.2014";"Федеральное государственное бюджетное учреждение 'Государственный научный центр дерматовенерологии и косметологии' Министерства здравоохранения Российской Федерации (ФГБУ 'ГНЦДК' Минздрава России)";"7718710585";"107076, Россия, , г. Москва, ул. Короленко, д. 3, строение 6";"(499) 785-20-15, 785-20-16";"info@cnikvi.ru"
"07.04.2014";"Федеральное государственное автономное образовательное учреждение высшего образования Первый Московский государственный медицинский университет имени И.М. Сеченова Министерства здравоохранения Российской Федерации (Сеченовский университет)";"7704047505";"119991, Россия, г. Москва, Трубецкая ул, д. 8, Стр.2";"(495) 622-97-06";"ermolaeva.ii@1msmu.ru"
"26.03.2014";"Федеральное государственное бюджетное учреждение 'Поликлиника № 1' Управления делами Президента Российской Федерации";"7704091039";"119002, Россия, г. Москва, переулок Сивцев Вражек, д. 26/28";"(499) 241-12-62";"s.nitchenko@vipmed.ru"
"26.03.2014";"Федеральное государственное бюджетное учреждение здравоохранения 'Клинический центр стоматологии Федерального медико-биологического агентства'";"7734115784";"123098, Россия, г. Москва, ул. Гамалеи, д. 15, корп. 1";"(499) 196-48-75";"olesova@bk.ru"
"26.03.2014";"Государственное бюджетное учреждение здравоохранения города Москвы 'Городская клиническая больница имени В.М. Буянова Департамента здравоохранения города Москвы'";"7724598966";"115516, Россия, г. Москва, ул. Бакинская, д. 26";"(495) 322-17-10";"gkb12@zdrav.mos.ru"
"26.03.2014";"Федеральное государственное бюджетное учреждение 'Федеральный научно-клинический центр специализированных видов медицинской помощи и медицинских технологий Федерального медико-биологического агентства'";"7724044189";"115682, Россия, г. Москва, Ореховый бульвар, д. 28";"(495) 395-61-97, 395-64-30, 926-216-83-75";"omo.kb83@mail.ru"
"20.03.2014";"Федеральное государственное бюджетное учреждение 'Российский научный центр рентгенорадиологии' Министерства здравоохранения Российской Федерации";"7728065856";"117997, Россия, г. Москва, ул. Профсоюзная, д. 86";"(499) 120-65-10 (тел. канцелярии), (495) 334-79-24 (факс канцелярии), (499) 128-07-62 (отв. лицо за клинические испытания)";"Mailbox@rncrr.rssi.ru, VVRomanov@rncrr.ru"
"20.03.2014";"Федеральное казенное учреждение здравоохранения «Ставропольский научно-исследовательский противочумный институт» Федеральной службы по надзору в сфере защиты прав потребителей и благополучия человека";"2636000641";"355035, Россия, Ставропольский край, г. Ставрополь, ул. Советская, д. 13-15";"(8652) 26-40-05";"larisavl@mail.ru"
"20.03.2014";"Федеральное бюджетное учреждение науки «Государственный научный центр вирусологии и биотехнологии «Вектор» Федеральной службы по надзору в сфере защиты прав потребителей и благополучия человека";"5433161342";"630559, Россия, Новосибирская область, р. п. Кольцово, ";"(383) 336-60-10, факс (383) 336-74-09";"vector@vector.nsc.ru"
"20.03.2014";"Федеральное государственное бюджетное учреждение здравоохранения Санкт-Петербургская клиническая больница Российской академии наук";"7802067651";"194017, Российская Федерация, г. Санкт-Петербург, пр. Тореза, д.72, лит. А";"(812) 553-34-60";"hospital@spbkbran.ru"
"17.03.2014";"Федеральное государственное бюджетное образовательное учреждение высшего образования 'Северо-западный государственный медицинский университет имени и.и. Мечникова' Министерства здравоохранения Российской Федерации";"7842461679";"191015, Россия, г. Санкт-Петербург, г. Санкт Петербург, Кирочная ул, д. 41";"(812) 303-50-00, 303-50-35";"rectorat@szgmu.ru"
"17.03.2014";"федеральное государственное бюджетное учреждение 'Национальный медицинский исследовательский центр трансплантологии и искусственных органов имени академика В.И. Шумакова' Министерства здравоохранения Российской Федерации";"7734012806";"123182, Россия, г. Москва, ул. Щукинская, д. 1";"(8-499) 190-58-01, факс (499)190-65-79";"clinic-fnc@list.ru"
"12.03.2014";"Федеральное государственное бюджетное учреждение здравоохранения Центральная клиническая больница Российской академии наук";"7736144815";"119333, Россия, г. Москва, ул. Фотиевой, д. 12, корп. 3";"8-495-427-05-59";"Alehin.ckb@mail.ru"
"12.03.2014";"Федеральное казеное учреждение здравоохранения 'Российский научно-исследовательский противочумный институт 'Микроб' Федеральной службы по надзору в сфере защиты прав потребителей и благополучия человека (ФКУЗ РосНИПЧИ 'Микроб' Роспотребнадзора)";"6452024470";"410005, Россия, Саратовская область, г. Саратов, ул. Университетская, д. 46";"(845-2) 26-21-31";"rusrapi@microbe.ru"
